what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351571993218
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351571994985
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572008034
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351572009630
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1351572010111
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1351572010907
opened,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1351572011104
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1351572011633
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351572011898
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572206645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572213744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572217202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572220545
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572227755
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572232816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572240724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572245527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572246189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572248880
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572257569
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572260863
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572267860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572303592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572322143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572324968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572338922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351572361146
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572363984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351572376668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572383153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572383999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572384966
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572386426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572387019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572388115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572392187
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572394340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572399651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572400378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572402370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351572414242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351572415793
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572421336
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572424316
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572430454
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572448643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351572452999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351572477661
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572548281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351572549925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351572550608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351572551144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351572551744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351572557669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1351572561193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1351572562148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1351572562520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1351572562928
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572565060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351572567833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572575554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572581106
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1351572582889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572586043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572656706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572670120
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1351572683410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572704138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572705133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572707651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351572720185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572721495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351572725499
