what,kind,bundleId,bundleVersion,description,time
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1352278489977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278512439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278513338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278515739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278520883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278521790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278533320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1352278538180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352278540913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278542213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278543680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278544344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278545079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278551820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278560156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278562856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278568283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278569078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278571963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278575570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278584458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278585701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278586615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278588258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278591227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278592403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278614080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278625694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278627904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278630165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278644325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278648529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278649204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278653715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278658072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278658611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278662178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278672911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278676805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278677502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278679915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352278710140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278711027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352278720636
