what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328380954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328390533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328390890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328393157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1359328394404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328395343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328399009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328405028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328411709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328412672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328414672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328417482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328417912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328419989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328424076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328430852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328431253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328434040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328439259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328439733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328442483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328444932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328445364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328454693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328463186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328465635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328466181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328494181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328501689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328502170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328511929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1359328514286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328519120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328520451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328526829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328536858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328537281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328540670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328542672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328543979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328544982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328595154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1359328598059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1359328599871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328600817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328601287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328604201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328633916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328634382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328642062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328658531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328659052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328878521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328883469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328884163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328886923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328889082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328889677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328894357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359328897220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328897751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359328936220
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1359328939253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359329013281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359329028977
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1359329030667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359329036828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359329037268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359329040703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359329049396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359329051404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359329051787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359329054943
